rxcui,generic_name,has_label,product_type,indications_and_usage,matched_disorders
183379,rivastigmine,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Rivastigmine tartrate capsules are an acetylcholinesterase inhibitor indicated for treatment of: Mild-to-moderate dementia of the Alzheimer’s type (AD) (1.1) Mild-to-moderate dementia associated with Parkinson’s disease (PD) (1.2) 1.1 Alzheimer’s Disease Rivastigmine tartrate capsules are indicated for the treatment of mild-to-moderate dementia of the Alzheimer's type (AD). 1.2 Parkinson’s Disease Dementia Rivastigmine tartrate capsules are indicated for the treatment of mild-to-moderate dementia associated with Parkinson’s disease (PD).,
616739,rotigotine,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE NEUPRO is a dopamine agonist indicated for the treatment of: Parkinson's disease ( 1.1 ) Moderate-to-severe primary Restless Legs Syndrome ( 1.2 ) 1.1 Parkinson's Disease (PD) NEUPRO is indicated for the treatment of Parkinson's disease. 1.2 Restless Legs Syndrome (RLS) NEUPRO is indicated for the treatment of moderate-to-severe primary Restless Legs Syndrome.,
2559612,samidorphan,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE LYBALVI is indicated for the treatment of: Schizophrenia in adults Bipolar I disorder in adults Acute treatment of manic or mixed episodes as monotherapy and as adjunct to lithium or valproate Maintenance monotherapy treatment LYBALVI is a combination of olanzapine, an atypical antipsychotic, and samidorphan, an opioid antagonist, indicated for the treatment of: Schizophrenia in adults ( 1 ) Bipolar I disorder in adults ( 1 ) Acute treatment of manic or mixed episodes as monotherapy and as adjunct to lithium or valproate Maintenance monotherapy treatment",Bipolar Disorder; Schizophrenia
9624,secobarbital,False,,,
9639,selegiline,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Selegiline Hydrochloride Tablets USP are indicated as an adjunct in the management of Parkinsonian patients being treated with levodopa/carbidopa who exhibit deterioration in the quality of their response to this therapy. There is no evidence from controlled studies that selegiline has any beneficial effect in the absence of concurrent levodopa therapy. Evidence supporting this claim was obtained in randomized controlled clinical investigations that compared the effects of added selegiline or placebo in patients receiving levodopa/carbidopa. Selegiline was significantly superior to placebo on all three principal outcome measures employed: change from baseline in daily levodopa/carbidopa dose, the amount of 'off' time, and patient self-rating of treatment success. Beneficial effects were also observed on other measures of treatment success (e.g., measures of reduced end of dose akinesia, decreased tremor and sialorrhea, improved speech and dressing ability and improved overall disability as assessed by walking and comparison to previous state).",
2562176,serdexmethylphenidate,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE AZSTARYS is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 6 years of age and older. Limitations of Use The use of AZSTARYS is not recommended in pediatric patients younger than 6 years of age because they had higher plasma exposure and a higher incidence of adverse reactions (e.g., weight loss) than patients 6 years and older at the same dosage [see Warnings and Precautions ( 5.7 ), Use in Specific Populations ( 8.4 )]. AZSTARYS is a central nervous system (CNS) stimulant indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 6 years of age and older. ( 1 ) Limitations of Use The use of AZSTARYS is not recommended in pediatric patients younger than 6 years of age because they had higher plasma exposure and a higher incidence of adverse reactions (e.g., weight loss) than patients 6 years and older at the same dosage (5.7, 8.4).",ADHD
41996,sertindole,False,,,
36437,sertraline,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Major Depressive Disorder – Sertraline hydrochloride is indicated for the treatment of major depressive disorder in adults. The efficacy of Sertraline hydrochloride in the treatment of a major depressive episode was established in six to eight week controlled trials of adult outpatients whose diagnoses corresponded most closely to the DSM-III category of major depressive disorder (see Clinical Trials under CLINICAL PHARMACOLOGY ). A major depressive episode implies a prominent and relatively persistent depressed or dysphoric mood that usually interferes with daily functioning (nearly every day for at least 2 weeks); it should include at least 4 of the following 8 symptoms: change in appetite, change in sleep, psychomotor agitation or retardation, loss of interest in usual activities or decrease in sexual drive, increased fatigue, feelings of guilt or worthlessness, slowed thinking or impaired concentration, and a suicide attempt or suicidal ideation. The antidepressant action of sertraline hydrochloride in hospitalized depressed patients has not been adequately studied. The efficacy of sertraline hydrochloride in maintaining an antidepressant response for up to 44 weeks following 8 weeks of open-label acute treatment (52 weeks total) was demonstrated in a placebo-controlled trial. The usefulness of the drug in patients receiving sertraline hydrochloride for extended periods should be reevaluated periodically (see Clinical Trials under CLINICAL PHARMACOLOGY ). Obsessive-Compulsive Disorder – Sertraline hydrochloride is indicated for the treatment of obsessions and compulsions in patients with obsessive-compulsive disorder (OCD), as defined in the DSM-III-R; i.e., the obsessions or compulsions cause marked distress, are time-consuming, or significantly interfere with social or occupational functioning. The efficacy of Sertraline hydrochloride was established in 12-week trials with obsessive-compulsive outpatients having diagnoses of obsessive-compulsive disorder as defined according to DSM-III or DSM-III-R criteria (see Clinical Trials under CLINICAL PHARMACOLOGY ). Obsessive-compulsive disorder is characterized by recurrent and persistent ideas, thoughts, impulses, or images (obsessions) that are ego-dystonic and/or repetitive, purposeful, and intentional behaviors (compulsions) that are recognized by the person as excessive or unreasonable. The efficacy of Sertraline hydrochloride in maintaining a response, in patients with OCD who responded during a 52-week treatment phase while taking Sertraline hydrochloride and were then observed for relapse during a period of up to 28 weeks, was demonstrated in a placebo-controlled trial (see Clinical Trials under CLINICAL PHARMACOLOGY ). Nevertheless, the physician who elects to use Sertraline hydrochloride for extended periods should periodically re-evaluate the long-term usefulness of the drug for the individual patient (see DOSAGE AND ADMINISTRATION ). Panic Disorder – Sertraline hydrochloride is indicated for the treatment of panic disorder in adults, with or without agoraphobia, as defined in DSM-IV. Panic disorder is characterized by the occurrence of unexpected panic attacks and associated concern about having additional attacks, worry about the implications or consequences of the attacks, and/or a significant change in behavior related to the attacks. The efficacy of Sertraline hydrochloride was established in three 10-12 week trials in adult panic disorder patients whose diagnoses corresponded to the DSM-III-R category of panic disorder (see Clinical Trials under CLINICAL PHARMACOLOGY ). Panic disorder (DSM-IV) is characterized by recurrent unexpected panic attacks, i.e., a discrete period of intense fear or discomfort in which four (or more) of the following symptoms develop abruptly and reach a peak within 10 minutes: (1) palpitations, pounding heart, or accelerated heart rate; (2) sweating; (3) trembling or shaking; (4) sensations of shortness of breath or smothering; (5) feeling of choking; (6) chest pain or discomfort; (7) nausea or abdominal distress; (8) feeling dizzy, unsteady, lightheaded, or faint; (9) derealization (feelings of unreality) or depersonalization (being detached from oneself); (10) fear of losing control; (11) fear of dying; (12) paresthesias (numbness or tingling sensations); (13) chills or hot flushes. The efficacy of Sertraline hydrochloride in maintaining a response, in adult patients with panic disorder who responded during a 52-week treatment phase while taking Sertraline hydrochloride and were then observed for relapse during a period of up to 28 weeks, was demonstrated in a placebo-controlled trial (see Clinical Trials under CLINICAL PHARMACOLOGY ). Nevertheless, the physician who elects to use Sertraline hydrochloride for extended periods should periodically re-evaluate the long-term usefulness of the drug for the individual patient (see DOSAGE AND ADMINISTRATION ). Posttraumatic Stress Disorder (PTSD) – Sertraline hydrochloride (sertraline hydrochloride) is indicated for the treatment of posttraumatic stress disorder in adults. The efficacy of Sertraline hydrochloride in the treatment of PTSD was established in two 12-week placebo-controlled trials of adult outpatients whose diagnosis met criteria for the DSM-III-R category of PTSD (see Clinical Trials under CLINICAL PHARMACOLOGY ). PTSD, as defined by DSM-III-R/IV, requires exposure to a traumatic event that involved actual or threatened death or serious injury, or threat to the physical integrity of self or others, and a response which involves intense fear, helplessness, or horror. Symptoms that occur as a result of exposure to the traumatic event include reexperiencing of the event in the form of intrusive thoughts, flashbacks or dreams, and intense psychological distress and physiological reactivity on exposure to cues to the event; avoidance of situations reminiscent of the traumatic event, inability to recall details of the event, and/or numbing of general responsiveness manifested as diminished interest in significant activities, estrangement from others, restricted range of affect, or sense of foreshortened future; and symptoms of autonomic arousal including hypervigilance, exaggerated startle response, sleep disturbance, impaired concentration, and irritability or outbursts of anger. A PTSD diagnosis requires that the symptoms are present for at least a month and that they cause clinically significant distress or impairment in social, occupational, or other important areas of functioning. The efficacy of Sertraline hydrochloride in maintaining a response in adult patients with PTSD for up to 28 weeks following 24 weeks of open-label treatment was demonstrated in a placebo-controlled trial. Nevertheless, the physician who elects to use Sertraline hydrochloride for extended periods should periodically re-evaluate the long-term usefulness of the drug for the individual patient (see DOSAGE AND ADMINISTRATION ). Premenstrual Dysphoric Disorder (PMDD) – Sertraline hydrochloride is indicated for the treatment of premenstrual dysphoric disorder (PMDD) in adults. The efficacy of sertraline hydrochloride in the treatment of PMDD was established in 2 placebo-controlled trials of female adult outpatients treated for 3 menstrual cycles who met criteria for the DSM-IIIR/IV category of PMDD (see Clinical Trials under CLINICAL PHARMACOLOGY ). The essential features of PMDD include markedly depressed mood, anxiety or tension, affective lability, and persistent anger or irritability. Other features include decreased interest in activities, difficulty concentrating, lack of energy, change in appetite or sleep, and feeling out of control. Physical symptoms associated with PMDD include breast tenderness, headache, joint and muscle pain, bloating and weight gain. These symptoms occur regularly during the luteal phase and remit within a few days following onset of menses; the disturbance markedly interferes with work or school or with usual social activities and relationships with others. In making the diagnosis, care should be taken to rule out other cyclical mood disorders that may be exacerbated by treatment with an antidepressant. The effectiveness of Sertraline hydrochloride in long-term use, that is, for more than 3 menstrual cycles, has not been systematically evaluated in controlled trials. Therefore, the physician who elects to use Sertraline hydrochloride for extended periods should periodically re-evaluate the long-term usefulness of the drug for the individual patient (see DOSAGE AND ADMINISTRATION ). Social Anxiety Disorder – Sertraline hydrochloride is indicated for the treatment of social anxiety disorder, also known as social phobia in adults. The efficacy of Sertraline hydrochloride in the treatment of social anxiety disorder was established in two placebo-controlled trials of adult outpatients with a diagnosis of social anxiety disorder as defined by DSM-IV criteria (see Clinical Trials under CLINICAL PHARMACOLOGY ). Social anxiety disorder, as defined by DSM-IV, is characterized by marked and persistent fear of social or performance situations involving exposure to unfamiliar people or possible scrutiny by others and by fears of acting in a humiliating or embarrassing way. Exposure to the feared social situation almost always provokes anxiety and feared social or performance situations are avoided or else are endured with intense anxiety or distress. In addition, patients recognize that the fear is excessive or unreasonable and the avoidance and anticipatory anxiety of the feared situation is associated with functional impairment or marked distress. The efficacy of Sertraline hydrochloride in maintaining a response in adult patients with social anxiety disorder for up to 24 weeks following 20 weeks of Sertraline hydrochloride treatment was demonstrated in a placebo-controlled trial. Physicians who prescribe Sertraline hydrochloride for extended periods should periodically reevaluate the long-term usefulness of the drug for the individual patient (see Clinical Trials under CLINICAL PHARMACOLOGY ).",Major Depressive Disorder; Social Anxiety Disorder; Panic Disorder; OCD; PTSD; Premenstrual Dysphoric Disorder
36514,sibutramine,False,,,
136411,sildenafil,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Sildenafil tablets are indicated for the treatment of erectile dysfunction. Sildenafil is a phosphodiesterase-5 (PDE5) inhibitor indicated for the treatment of erectile dysfunction (ED),
36676,sodium bicarbonate,True,HUMAN PRESCRIPTION DRUG,INDICATIONS AND USAGE Elliotts B Solution is indicated as a diluent for the intrathecal administration of methotrexate sodium and cytarabine for the prevention or treatment of meningeal leukemia or lymphocytic lymphoma.,
56570,somatrem,False,,,
2644503,somatrogon,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE NGENLA is indicated for the treatment of pediatric patients aged 3 years and older who have growth failure due to an inadequate secretion of endogenous growth hormone. NGENLA is a human growth hormone analog indicated for treatment of pediatric patients aged 3 years and older who have growth failure due to inadequate secretion of endogenous growth hormone ( 1 ).,
61148,somatropin,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE NORDITROPIN is a recombinant human growth hormone indicated for: • Pediatric : Treatment of pediatric patients with growth failure due to inadequate secretion of endogenous growth hormone (GH), short stature associated with Noonan syndrome, short stature associated with Turner syndrome, short stature born small for gestational age (SGA) with no catch-up growth by age 2 to 4 years, Idiopathic Short Stature (ISS), and growth failure due to Prader-Willi Syndrome ( 1.1 ) • Adult : Replacement of endogenous GH in adults with growth hormone deficiency ( 1.2 ) 1.1 Pediatric Patients NORDITROPIN is indicated for the treatment of pediatric patients with: • growth failure due to inadequate secretion of endogenous growth hormone (GH), • short stature associated with Noonan syndrome, • short stature associated with Turner syndrome, • short stature born small for gestational age (SGA) with no catch-up growth by age 2 years to 4 years of age, • Idiopathic Short Stature (ISS), height standard deviation score (SDS) <-2.25, and associated with growth rates unlikely to permit attainment of adult height in the normal range, • growth failure due to Prader-Willi syndrome (PWS). 1.2 Adult Patients NORDITROPIN is indicated for the replacement of endogenous GH in adults with growth hormone deficiency (GHD)",
1547099,suvorexant,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE BELSOMRA ® (suvorexant) is indicated for the treatment of insomnia characterized by difficulties with sleep onset and/or sleep maintenance. BELSOMRA is an orexin receptor antagonist indicated for the treatment of insomnia, characterized by difficulties with sleep onset and/or sleep maintenance ( 1 ).",Insomnia
10318,tacrine,False,,,
358263,tadalafil,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Tadalafil is a phosphodiesterase 5 (PDE5) inhibitor indicated for the treatment of: erectile dysfunction (ED) ( 1.1 ) the signs and symptoms of benign prostatic hyperplasia (BPH) ( 1.2 ) ED and the signs and symptoms of BPH (ED/BPH) ( 1.3 ) If tadalafil is used with finasteride to initiate BPH treatment, such use is recommended for up to 26 weeks ( 1.4 ). 1.1 Erectile Dysfunction Tadalafil tablets are indicated for the treatment of erectile dysfunction (ED). 1.2 Benign Prostatic Hyperplasia Tadalafil tablets are indicated for the treatment of the signs and symptoms of benign prostatic hyperplasia (BPH). 1.3 Erectile Dysfunction and Benign Prostatic Hyperplasia Tadalafil tablets are indicated for the treatment of ED and the signs and symptoms of BPH (ED/BPH). 1.4 Limitation of Use If tadalafil tablets are used with finasteride to initiate BPH treatment, such use is recommended for up to 26 weeks because the incremental benefit of tadalafil tablets decreases from 4 weeks until 26 weeks, and the incremental benefit of tadalafil tablets beyond 26 weeks is unknown [see Clinical Studies ( 14.3 )] .",
1490468,tasimelteon,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Tasimelteon capsules are a melatonin receptor agonist. Tasimelteon capsules are indicated for the treatment of Non ­24-Hour Sleep-Wake Disorder (Non-24) in adults ( 1 ) 1.1 Non-24-Hour Sleep-Wake Disorder (Non-24) Tasimelteon capsules are indicated for the treatment of Non-24 in adults.,
10355,temazepam,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Temazepam capsules are indicated for the short-term treatment of insomnia (generally 7 to 10 days). For patients with short-term insomnia, instructions in the prescription should indicate that temazepam capsules should be used for short periods of time (7 to 10 days). The clinical trials performed in support of efficacy were 2 weeks in duration with the final formal assessment of sleep latency performed at the end of treatment.",Insomnia
10390,tetrabenazine,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Tetrabenazine tablets are indicated for the treatment of chorea associated with Huntington's disease. Tetrabenazine tablets are a vesicular monoamine transporter 2 (VMAT) inhibitor indicated for the treatment of chorea associated with Huntington's disease ( 1 ),
37985,tetrazepam,False,,,
10437,theobromine,False,,,
10454,thiamine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS Thiamine hydrochloride injection is effective for the treatment of thiamine deficiency or beriberi whether of the dry (major symptoms related to the nervous system) or wet (major symptoms related to the cardiovascular system) variety. Thiamine hydrochloride injection should be used where rapid restoration of thiamine is necessary, as in Wernicke's encephalopathy, infantile beriberi with acute collapse, cardiovascular disease due to thiamine deficiency, or neuritis of pregnancy if vomiting is severe. It is also indicated when giving IV dextrose to individuals with marginal thiamine status to avoid precipitation of heart failure. Thiamine hydrochloride injection is also indicated in patients with established thiamine deficiency who cannot take thiamine orally due to coexisting severe anorexia, nausea, vomiting, or malabsorption. Thiamine hydrochloride injection is not usually indicated for conditions of decreased oral intake or decreased gastrointestinal absorption, because multiple vitamins should usually be given.",
10464,thiamylal,False,,,
38077,thiobutabarbital,False,,,
10502,thioridazine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Thioridazine hydrochloride tablets are indicated for the management of schizophrenic patients who fail to respond adequately to treatment with other antipsychotic drugs. Due to the risk of significant, potentially life threatening, proarrhythmic effects with thioridazine treatment, thioridazine hydrochloride tablets should be used only in patients who have failed to respond adequately to treatment with appropriate courses of other antipsychotic drugs, either because of insufficient effectiveness or the inability to achieve an effective dose due to intolerable adverse effects from those drugs. Consequently, before initiating treatment with thioridazine hydrochloride tablets, it is strongly recommended that a patient be given at least two trials, each with a different antipsychotic drug product, at an adequate dose, and for an adequate duration (see WARNINGS and CONTRAINDICATIONS ). However, the prescriber should be aware that thioridazine hydrochloride tablets have not been systematically evaluated in controlled trials in treatment refractory schizophrenic patients and its efficacy in such patients is unknown.",
10510,thiothixene,True,HUMAN PRESCRIPTION DRUG,INDICATIONS & USAGE Thiothixene capsules are effective in the management of schizophrenia. Thiothixene capsules have not been evaluated in the management of behavioral complications in patients with mental retardation.,Schizophrenia
31914,tiagabine,True,HUMAN PRESCRIPTION DRUG,INDICATIONS AND USAGE Tiagabine hydrochloride tablet is indicated as adjunctive therapy in adults and children 12 years and older in the treatment of partial seizures.,
38260,tibolone,False,,,
2740012,tividenofusp alfa,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE AVLAYAH is indicated for the treatment of neurologic manifestations of Hunter syndrome (Mucopolysaccharidosis type II, MPS II) when initiated in presymptomatic or symptomatic pediatric patients weighing at least 5 kg prior to advanced neurologic impairment. This indication is approved under accelerated approval based on the reduction of cerebrospinal fluid heparan sulfate [see Clinical Studies (14) ] . Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). Limitations of Use AVLAYAH is not recommended for use in combination with other enzyme replacement therapies for the treatment of Hunter syndrome. AVLAYAH is a hydrolytic lysosomal glycosaminoglycan (GAG)-specific enzyme indicated for the treatment of neurologic manifestations of Hunter syndrome (Mucopolysaccharidosis type II, MPS II) when initiated in presymptomatic or symptomatic pediatric patients weighing at least 5 kg prior to advanced neurologic impairment. ( 1 ) This indication is approved under accelerated approval based on reduction of cerebrospinal fluid heparan sulfate observed in patients treated with AVLAYAH. Continued approval for this indication may be contingent upon verification of clinical benefit in a confirmatory trial(s). ( 1 ) Limitations of Use AVLAYAH is not recommended for use in combination with other enzyme replacement therapies. ( 1 )",
314875,"tocopheryl acid succinate,D-alpha",False,,,
38365,tofisopam,False,,,
38404,topiramate,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Topiramate is indicated for: Epilepsy: initial monotherapy for the treatment of partial-onset or primary generalized tonic-clonic seizures in patients 2 years of age and older (1.1); adjunctive therapy for the treatment of partial-onset seizures, primary generalized tonic-clonic seizures, or seizures associated with Lennox- Gastaut syndrome in patients 2 years of age and older (1.2) Preventive treatment of migraine in patients 12 years of age and older (1.3) 1.1 Monotherapy Epilepsy Topiramate tablets are indicated as initial monotherapy for the treatment of partial-onset or primary generalized tonic-clonic seizures in patients 2 years of age and older. 1.2 Adjunctive Therapy Epilepsy Topiramate tablets are indicated as adjunctive therapy for the treatment of partial-onset seizures, primary generalized tonic-clonic seizures, and seizures associated with Lennox-Gastaut syndrome in patients 2 years of age and older. 1.3 Migraine Topiramate tablets are indicated for the preventive treatment of migraine in patients 12 years of age and older.",
10689,tramadol,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Tramadol hydrochloride extended-release tablets are indicated for the management of severe and persistent pain that requires an opioid analgesic and that cannot be adequately treated with alternative options, including immediate-release opioids. Limitations of Use • Because of the risks of addiction, abuse, misuse, overdose, and death, which can occur at any dosages or duration, and persist over the course of therapy, [see Warnings and Precautions (5.1)], reserve opioid analgesics, including tramadol hydrochloride extended-release tablets, for use in patients for whom alternative treatment options are ineffective, not tolerated or would be otherwise inadequate to provide sufficient management of pain. • Tramadol hydrochloride extended-release tablets are not indicated as an as-needed (prn) analgesic. Tramadol hydrochloride extended-release tablets are an opioid agonist indicated for the management of severe and persistent pain that requires an opioid analgesic and that cannot be adequately treated with alternative options, including immediate-release opioids. (1) Limitations of Use Because of the risks of addiction, abuse, misuse, overdose, and death, which can occur at any dosages or duration and persist over the course of therapy, reserve opioids analgesics, including tramadol hydrochloride extended-release tablets, for use in patients for whom alternative treatment options are ineffective, not tolerated, or would be otherwise inadequate to provide sufficient management of pain. (1) Tramadol hydrochloride extended-release tablets are not indicated as an as-needed (prn) analgesic. (1)",
10734,tranylcypromine,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Tranylcypromine tablets are indicated for the treatment of major depressive disorder (MDD) in adult patients who have not responded adequately to other antidepressants. Tranylcypromine tablets are not indicated for the initial treatment of MDD due to the potential for serious adverse reactions and drug interactions, and the need for dietary restrictions [see Contraindications (4) , Warnings and Precautions (5) , and Drug Interactions (7) ] . • Tranylcypromine tablets are a monoamine oxidase inhibitor (MAOI) indicated for the treatment of major depressive disorder (MDD) in adult patients who have not responded adequately to other antidepressants ( 1 ) • Tranylcypromine tablets are not indicated for the initial treatment of MDD due to the potential for serious adverse reactions and drug interactions, and the need for dietary restrictions ( 1 , 4 , 5 , 7 )",Major Depressive Disorder
10737,trazodone,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Trazodone is a selective serotonin reuptake inhibitor indicated for the treatment of major depressive disorder (MDD) ( 1 ). Trazodone hydrochloride tablets are indicated for the treatment of major depressive disorder (MDD) in adults.,Major Depressive Disorder
10767,triazolam,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Triazolam tablets are indicated for the short-term treatment of insomnia (generally 7 to 10 days) in adults. Triazolam tablets are a benzodiazepine indicated for the short-term treatment of insomnia (generally 7 to 10 days) in adults.,Insomnia
1314420,tricaprylin,False,,,
10800,trifluoperazine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE For the management of schizophrenia. Trifluoperazine HCl is effective for the short-term treatment of generalized non-psychotic anxiety. However, trifluoperazine HCl is not the first drug to be used in therapy for most patients with non-psychotic anxiety because certain risks associated with its use are not shared by common alternative treatments (i.e., benzodiazepines). When used in the treatment of non-psychotic anxiety, trifluoperazine HCl should not be administered at doses of more than 6 mg per day or for longer than 12 weeks because the use of trifluoperazine HCl at higher doses or for longer intervals may cause persistent tardive dyskinesia that may prove irreversible (see WARNINGS ). The effectiveness of trifluoperazine HCl as a treatment for non-psychotic anxiety was established in a four-week clinical multicenter study of outpatients with generalized anxiety disorder (DSM-III). This evidence does not predict that trifluoperazine HCl will be useful in patients with other non-psychotic conditions in which anxiety, or signs that mimic anxiety, are found (i.e., physical illness, organic mental conditions, agitated depression, character pathologies, etc.). Trifluoperazine HCl has not been shown effective in the management of behavioral complications in patients with mental retardation.",Generalized Anxiety Disorder; Schizophrenia
10804,trifluperidol,False,,,
10805,triflupromazine,False,,,
10825,trimeprazine,False,,,
10834,trimipramine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Trimipramine Maleate Capsules are indicated for the relief of symptoms of depression. Endogenous depression is more likely to be alleviated than other depressive states. In studies with neurotic outpatients, the drug appeared to be equivalent to amitriptyline in the less-depressed patients but somewhat less effective than amitriptyline in the more severely depressed patients. In hospitalized depressed patients, trimipramine and imipramine were equally effective in relieving depression.",
2632852,trofinetide,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE DAYBUE and DAYBUE STIX are indicated for the treatment of Rett syndrome in adults and pediatric patients 2 years of age and older. DAYBUE and DAYBUE STIX are indicated for the treatment of Rett syndrome in adults and pediatric patients 2 years of age and older. ( 1 ),
10898,tryptophan,True,HUMAN OTC DRUG,"INDICATIONS: For temporary relief of anxiety, bloating, constipation, mood swings, lethargy, inability to sleep and fatigue",
21406,ubidecarenone,True,HUMAN OTC DRUG,Take 15 minutes before meals,
11017,uridine,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE VISTOGARD ® is indicated for the emergency treatment of adult and pediatric patients: following a fluorouracil or capecitabine overdose regardless of the presence of symptoms, or who exhibit early-onset, severe or life-threatening toxicity affecting the cardiac or central nervous system, and/or early-onset, unusually severe adverse reactions (e.g., gastrointestinal toxicity and/or neutropenia) within 96 hours following the end of fluorouracil or capecitabine administration. VISTOGARD ® is a pyrimidine analog indicated for the emergency treatment of adult and pediatric patients: following a fluorouracil or capecitabine overdose regardless of the presence of symptoms, or who exhibit early-onset, severe or life-threatening toxicity affecting the cardiac or central nervous system, and/or early-onset, unusually severe adverse reactions (e.g., gastrointestinal toxicity and/or neutropenia) within 96 hours following the end of fluorouracil or capecitabine administration. ( 1 ) Limitations of use: VISTOGARD is not recommended for the non-emergent treatment of adverse reactions associated with fluorouracil or capecitabine because it may diminish the efficacy of these drugs. ( 1 ) The safety and efficacy of VISTOGARD initiated more than 96 hours following the end of fluorouracil or capecitabine administration have not been established. ( 1 ) Limitations of Use VISTOGARD is not recommended for the non-emergent treatment of adverse reactions associated with fluorouracil or capecitabine because it may diminish the efficacy of these drugs. The safety and efficacy of VISTOGARD initiated more than 96 hours following the end of fluorouracil or capecitabine administration have not been established.",
1665222,uridine triacetate,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE VISTOGARD ® is indicated for the emergency treatment of adult and pediatric patients: following a fluorouracil or capecitabine overdose regardless of the presence of symptoms, or who exhibit early-onset, severe or life-threatening toxicity affecting the cardiac or central nervous system, and/or early-onset, unusually severe adverse reactions (e.g., gastrointestinal toxicity and/or neutropenia) within 96 hours following the end of fluorouracil or capecitabine administration. VISTOGARD ® is a pyrimidine analog indicated for the emergency treatment of adult and pediatric patients: following a fluorouracil or capecitabine overdose regardless of the presence of symptoms, or who exhibit early-onset, severe or life-threatening toxicity affecting the cardiac or central nervous system, and/or early-onset, unusually severe adverse reactions (e.g., gastrointestinal toxicity and/or neutropenia) within 96 hours following the end of fluorouracil or capecitabine administration. ( 1 ) Limitations of use: VISTOGARD is not recommended for the non-emergent treatment of adverse reactions associated with fluorouracil or capecitabine because it may diminish the efficacy of these drugs. ( 1 ) The safety and efficacy of VISTOGARD initiated more than 96 hours following the end of fluorouracil or capecitabine administration have not been established. ( 1 ) Limitations of Use VISTOGARD is not recommended for the non-emergent treatment of adverse reactions associated with fluorouracil or capecitabine because it may diminish the efficacy of these drugs. The safety and efficacy of VISTOGARD initiated more than 96 hours following the end of fluorouracil or capecitabine administration have not been established.",
253206,valerian root extract,False,,,
306674,vardenafil,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Vardenafil hydrochloride tablets are indicated for the treatment of erectile dysfunction. Vardenafil hydrochloride tablets are a phosphodiesterase 5 (PDE5) inhibitor indicated for the treatment of erectile dysfunction. ( 1 ),
